Date,Soil temperature_Control (oC),Soil temperature_Warming (oC),Daily precipitation (mm),Flooding Depth (cm)
4/14/2020 00:00:00,11.4724,14.6729,0,0
4/15/2020 00:00:00,12.1156,15.4833,0,0
4/16/2020 00:00:00,12.3724,14.9653,6.7,0
4/17/2020 00:00:00,12.1068,14.5792,0,0
4/18/2020 00:00:00,12.1557,15.1799,0,0
4/19/2020 00:00:00,12.7854,15.8424,0.6,0
4/20/2020 00:00:00,12.6672,15.2028,0,0
4/21/2020 00:00:00,11.7792,14.1757,0,0
4/22/2020 00:00:00,11.1083,13.5007,0,0
4/23/2020 00:00:00,11.0448,13.6424,0,0
4/24/2020 00:00:00,11.4161,14.1472,0,0
4/25/2020 00:00:00,12.4776,15.1958,0,0
4/26/2020 00:00:00,12.3288,15.3806,0,0
4/27/2020 00:00:00,12.4375,16.141,0,0
4/28/2020 00:00:00,13.1734,17.3042,0,0
4/29/2020 00:00:00,14.1961,18.2361,0,0
4/30/2020 00:00:00,15.6773,19.3306,0,0
5/1/2020 00:00:00,17.131,21.1937,0,0
5/2/2020 00:00:00,17.9154,21.859,0,0
5/3/2020 00:00:00,17.3924,20.775,0,0
5/4/2020 00:00:00,15.2841,17.4514,12.7,0
5/5/2020 00:00:00,15.5729,18.1694,0,0
5/6/2020 00:00:00,16.0643,19.134,0,0
5/7/2020 00:00:00,15.9711,18.8667,0,0
5/8/2020 00:00:00,14.8456,16.8771,28.4,0
5/9/2020 00:00:00,14.4341,15.8458,0.3,0
5/10/2020 00:00:00,16.1849,18.1007,0.1,0
5/11/2020 00:00:00,15.3625,17.8257,0,0
5/12/2020 00:00:00,15.8281,17.8819,0,0
5/13/2020 00:00:00,16.6956,18.8375,0,0
5/14/2020 00:00:00,16.8906,19.1444,2,0
5/15/2020 00:00:00,17.1648,19.0799,0,0
5/16/2020 00:00:00,17.6443,19.5319,6.3,0
5/17/2020 00:00:00,18.1964,20.4229,6,0
5/18/2020 00:00:00,17.0411,19.15,2.1,0
5/19/2020 00:00:00,17.1349,19.0993,0,0
5/20/2020 00:00:00,17.9307,20.3465,0,0
5/21/2020 00:00:00,18.8185,20.784,0.1,0
5/22/2020 00:00:00,19.4958,21.4542,0.9,0
5/23/2020 00:00:00,18.7589,21.0299,0,0
5/24/2020 00:00:00,18.4922,20.9014,0,0
5/25/2020 00:00:00,19.1422,21.866,14,0
5/26/2020 00:00:00,19.149,21.4104,2.6,0
5/27/2020 00:00:00,19.406,21.7583,0,0
5/28/2020 00:00:00,19.6013,21.9826,0,0
5/29/2020 00:00:00,20.2047,22.1306,0,0
5/30/2020 00:00:00,20.6307,22.5792,0,0
5/31/2020 00:00:00,20.099,21.9104,0,0
6/1/2020 00:00:00,19.8039,22.034,10.5,0
6/2/2020 00:00:00,20.5698,22.5847,6.4,0
6/3/2020 00:00:00,21.5159,23.9076,0,0
6/4/2020 00:00:00,21.3312,23.7938,0,0
6/5/2020 00:00:00,20.9526,22.5736,0,0
6/6/2020 00:00:00,21.3047,23.2313,0,0
6/7/2020 00:00:00,21.7818,24.741,0,0
6/8/2020 00:00:00,23.0026,26.0417,0,0
6/9/2020 00:00:00,22.3792,24.6778,0,0
6/10/2020 00:00:00,22.8281,24.7417,24.2,0
6/11/2020 00:00:00,22.8911,24.8417,0,0
6/12/2020 00:00:00,23.0151,24.5576,0,0
6/13/2020 00:00:00,23.2099,24.6771,0,0
6/14/2020 00:00:00,23.5891,25.3132,0,0
6/15/2020 00:00:00,22.9839,25.2431,0,0
6/16/2020 00:00:00,22.838,25.284,0,0
6/17/2020 00:00:00,22.6589,25.0639,0,0
6/18/2020 00:00:00,21.9375,24.0042,0,0
6/19/2020 00:00:00,22.5146,24.4597,0,0
6/20/2020 00:00:00,23.3885,25.4757,0,0
6/21/2020 00:00:00,24.0026,25.7257,0,0
6/22/2020 00:00:00,23.9307,25.4326,0,0
6/23/2020 00:00:00,22.9755,24.4653,8.2,0
6/24/2020 00:00:00,22.2646,23.4688,1,0
6/25/2020 00:00:00,21.9484,23.3882,0,0
6/26/2020 00:00:00,22.8687,24.1903,4.7,0
6/27/2020 00:00:00,23.8464,25.1861,0,0
6/28/2020 00:00:00,24.1255,25.541,0,0
6/29/2020 00:00:00,24.1016,25.5035,0,0
6/30/2020 00:00:00,23.6219,25.3368,0,0
7/1/2020 00:00:00,24.0167,25.8792,0,0
7/2/2020 00:00:00,24.1917,26.2132,0,0
7/3/2020 00:00:00,24.1078,25.6736,0,0
7/4/2020 00:00:00,24.1375,25.7278,0,0
7/5/2020 00:00:00,23.8745,25.2729,41.8,0
7/6/2020 00:00:00,24.1938,25.4139,13.7,0
7/7/2020 00:00:00,24.188,25.8951,0,0
7/8/2020 00:00:00,24.1651,25.884,0,0
7/9/2020 00:00:00,23.3807,25.1326,0,0
7/10/2020 00:00:00,23.5958,25.2743,0,0
7/11/2020 00:00:00,23.6187,25.4861,0,0
7/12/2020 00:00:00,23.2203,25.0208,22.9,0
7/13/2020 00:00:00,22.7385,24.341,7.5,0
7/14/2020 00:00:00,23.3604,25.0854,0,0
7/15/2020 00:00:00,24.2677,26.0542,0,0
7/16/2020 00:00:00,24.975,26.8181,0,0
7/17/2020 00:00:00,25.1333,26.7194,0,0
7/18/2020 00:00:00,24.2281,25.6431,0,0
7/19/2020 00:00:00,23.1641,24.8097,0.6,0
7/20/2020 00:00:00,23.7125,25.3111,0.1,0
7/21/2020 00:00:00,24.2365,26.2035,0,0
7/22/2020 00:00:00,23.9068,26.0556,0,0
7/23/2020 00:00:00,20.5443,25.5493,0,0
7/24/2020 00:00:00,24.588,25.725,0,0
7/25/2020 00:00:00,25.3104,26.8396,0,0
7/26/2020 00:00:00,24.7948,26.6236,0.1,0
7/27/2020 00:00:00,24.6766,26.1264,0,0
7/28/2020 00:00:00,25.3349,26.5139,0,0
7/29/2020 00:00:00,25.9724,27.0493,2,0
7/30/2020 00:00:00,26.6734,27.5972,0,0
7/31/2020 00:00:00,26.6443,27.6764,7.2,0
8/1/2020 00:00:00,26.7865,27.7528,0,0
8/2/2020 00:00:00,27.2927,28.2556,0.4,0
8/3/2020 00:00:00,27.6583,28.7389,10.4,0
8/4/2020 00:00:00,27.4208,28.0826,7.9,0
8/5/2020 00:00:00,26.9984,27.9694,0,0
8/6/2020 00:00:00,26.2208,27.3535,2.2,0
8/7/2020 00:00:00,25.5839,26.3264,28.7,0
8/8/2020 00:00:00,25.9469,26.5479,0.1,0
8/9/2020 00:00:00,26.1646,26.9924,0,0
8/10/2020 00:00:00,26.1682,27.1701,0,0
8/11/2020 00:00:00,26.8745,27.7639,0,0
8/12/2020 00:00:00,26.7448,27.8583,0,0
8/13/2020 00:00:00,26.1432,27.1611,62.1,0
8/14/2020 00:00:00,26.5714,27.5576,0.1,0
8/15/2020 00:00:00,26.7781,27.8778,32.1,9.25
8/16/2020 00:00:00,25.8781,26.9667,39,7.625
8/17/2020 00:00:00,26.4161,27.8694,0,6
8/18/2020 00:00:00,27.8458,29.2326,6.5,4.5
8/19/2020 00:00:00,27.5359,28.7965,0.3,3.6
8/20/2020 00:00:00,25.3193,26.4278,36.3,5.1
8/21/2020 00:00:00,24.1391,25.6417,0,4
8/22/2020 00:00:00,23.5971,25.7292,0,7
8/23/2020 00:00:00,24.101,26.3708,0,5.95
8/24/2020 00:00:00,24.974,26.7146,10.7,7.5
8/25/2020 00:00:00,24.3402,26.2729,0,6.25
8/26/2020 00:00:00,24.2229,26.084,3.9,5.8625
8/27/2020 00:00:00,24.1802,25.8597,0.7,5.475
8/28/2020 00:00:00,24.6005,26.3875,0,5.0875
8/29/2020 00:00:00,24.6589,26.65,0,4.7
8/30/2020 00:00:00,24.8089,26.7014,0,3.6
8/31/2020 00:00:00,25.0214,26.8333,12.3,4.5
9/1/2020 00:00:00,24.9823,26.7229,0,4.15
9/2/2020 00:00:00,24.3391,26.2708,0,3.375
9/3/2020 00:00:00,22.7573,24.6167,6.3,4.025
9/4/2020 00:00:00,22.3687,23.9743,0,3.2
9/5/2020 00:00:00,23.3365,24.6875,0,2.275
9/6/2020 00:00:00,23.6302,25.2722,0,1.45
9/7/2020 00:00:00,23.7406,25.5097,0,0.5
9/8/2020 00:00:00,22.4068,25.4479,18.2,0
9/9/2020 00:00:00,22.5656,25.4993,0,0
9/10/2020 00:00:00,22.2339,24.9681,0.1,0
9/11/2020 00:00:00,22.7677,24.4118,17.4,0
9/12/2020 00:00:00,22.5755,24.125,3,0
9/13/2020 00:00:00,22.4677,24.1611,0,0
9/14/2020 00:00:00,22.2672,24.1583,0,0
9/15/2020 00:00:00,22.8297,24.3451,11.9,0
9/16/2020 00:00:00,22.5344,23.741,0.2,0
9/17/2020 00:00:00,21.2068,22.6868,0,0
9/18/2020 00:00:00,20.4411,23.4236,0,0
9/19/2020 00:00:00,19.8125,21.9306,0,0
9/19/2020 23:59:59,20.6182,22.4,0,0
9/21/2020 00:00:00,20.0813,21.7285,0,0
9/22/2020 00:00:00,20.4099,22.0188,0,0
9/23/2020 00:00:00,20.6932,22.1722,0,0
9/24/2020 00:00:00,20.7021,22.0757,0.1,0
9/25/2020 00:00:00,20.3813,21.8528,0,0
9/26/2020 00:00:00,19.7865,21.3208,0,0
9/27/2020 00:00:00,19.6818,21.2375,0,0
9/28/2020 00:00:00,20.0089,21.4625,0,0
9/29/2020 00:00:01,19.7995,21.4437,0,0
9/30/2020 00:00:01,18.7708,20.6396,0,0
10/1/2020 00:00:02,18.4875,20.3208,0,0
10/2/2020 00:00:02,18.6958,20.4979,0.1,0
10/3/2020 00:00:03,17.7229,19.7896,0,0
10/4/2020 00:00:03,16.8083,19.1187,0,0
10/5/2020 00:00:04,15.9995,18.3167,0,0
10/6/2020 00:00:04,15.3781,17.6479,0,0
10/7/2020 00:00:05,15.7151,17.7604,0,0
10/8/2020 00:00:05,15.626,17.6396,0,0
10/9/2020 00:00:06,15.9885,17.8833,0,0
10/10/2020 00:00:06,15.7052,17.9625,0,0
10/11/2020 00:00:07,16.7833,18.9125,0,0
10/12/2020 00:00:07,16.6672,18.8,0,0
10/13/2020 00:00:08,15.5922,17.7688,0,0
10/14/2020 00:00:08,15.7,17.875,0,0
10/15/2020 00:00:08,15.2563,17.4521,0,0
10/16/2020 00:00:09,15.263,17.4542,0,0
10/17/2020 00:00:09,14.2557,16.4313,0,0
10/18/2020 00:00:10,14.2641,16.4104,0,0
10/19/2020 00:00:10,14.1656,16.3167,0,0
10/20/2020 00:00:11,14.476,16.6333,0,0
10/21/2020 00:00:11,14.9609,17.1333,0,0
10/22/2020 00:00:12,13.3771,15.5958,0,0
10/23/2020 00:00:12,12.3516,14.5833,0,0
10/24/2020 00:00:13,11.9333,14.1208,0,0
10/25/2020 00:00:13,12.35,14.5062,0,0
10/26/2020 00:00:14,12.6641,14.8042,0,0
10/27/2020 00:00:14,12.8969,15.0667,0,0
10/28/2020 00:00:15,12.712,14.8792,0,0
10/29/2020 00:00:15,12.4552,14.6354,0,0
10/30/2020 00:00:16,12.4078,14.5542,0,0
10/31/2020 00:00:16,12.5885,14.7708,1.2,0
